Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Dominican Republic,DOM,Gross savings (% of GDP),,,,,,,,,4.540821055,7.265339293,10.64107062,9.074028983,19.87361155,19.24884069,15.00874695,22.19011577,18.459699,15.8939978,16.99796109,20.30961955,8.89055124,10.09960903,6.779342472,4.995260682,-2.097173598,13.43825978,16.69949391,16.37979451,21.42933271,18.70175519,16.16219704,13.94843111,11.85354295,16.03990214,18.31689634,17.94657902,19.61309495,21.09357502,25.83107707,24.71339634,23.12988199,23.69707442,23.79840514,23.63248294,24.76589779,21.99891007,23.0203508,22.69907311,20.11219828,18.16965353,18.52283538,17.1313848,17.5613331,18.25124302,19.58661036,21.34689757,21.58884764,22.00714809,24.04657333,24.31287719,22.84941866,27.85650444,27.67987288,27.48748469
Algeria,DZA,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,31.52025583,33.98083715,36.66209983,39.37476941,36.8866273,35.53709011,36.52502863,30.61771284,29.39890661,21.779972,21.34692708,16.97597335,17.49185001,23.97768812,32.25932247,,,,,,,,,,,,,,50.72330145,53.69066129,55.8066955,56.61939223,47.95155054,51.22469178,49.9884991,48.72145816,46.60919213,44.68161381,39.04742457,39.76616466,39.50714315,40.47078677,38.47101262,33.33708651,38.67407668,44.47338461,41.2259377
East Asia & Pacific (excluding high income),EAP,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,31.73136817,31.86932169,33.15129897,33.28785058,33.15041361,35.34586345,36.09795903,34.57416988,34.99011755,36.48557036,38.39831921,39.80623847,39.93027489,37.95311642,37.09001203,37.9581077,36.57758156,34.61162922,34.74419714,35.92986407,37.04342029,39.87939592,42.65070509,43.24782206,45.40442626,47.06821491,48.43502864,47.14593054,48.3327954,46.67464799,45.87845337,44.65325667,44.836768,42.83609581,42.00651356,42.60855091,42.2416402,41.51938798,41.24288551,42.69678784,43.51102464,
Early-demographic dividend,EAR,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,25.33696084,22.87092013,24.21367968,24.61452252,23.90721096,22.15650884,22.22106484,21.46441686,21.66246662,19.71208632,19.80308726,19.77717949,20.17541038,20.78677134,19.73708863,20.17388972,21.41681197,21.95835808,22.81750702,23.71740719,23.74798819,22.70106412,22.56891278,24.18942738,23.19769324,24.14516737,24.75938624,26.2128399,28.213187,30.08768167,30.03542089,30.20759653,27.38187794,28.63574517,28.80305625,28.17176434,27.00184566,26.17261975,25.06655125,24.98853589,25.85230632,26.58302555,25.78555142,24.55356627,26.35021345,27.25139029,26.16609765
East Asia & Pacific,EAS,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,31.2936229,31.95179833,33.35229804,33.39698684,33.79207996,35.95836142,36.73641877,34.25519608,34.48555838,35.37099351,36.57454437,37.78700451,38.01778258,36.38725923,35.06746649,35.63452012,34.6475254,32.86830697,32.85124524,32.97845329,33.41267542,35.25787071,37.21942663,37.47088794,38.91540028,40.11089517,40.4203559,39.01195075,40.0774478,38.91367218,38.30523509,37.65488532,37.92026124,37.3075005,36.85096195,37.45376307,37.01865674,36.56475458,36.47788343,37.93864233,37.90531906,
Europe & Central Asia (excluding high income),ECA,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27667719,18.4935066,19.89684657,18.82751803,21.8941573,20.03926156,20.98835161,21.76276218,23.11533694,21.91983643,23.61071237,25.2764789,26.52668526,25.4257415,26.10783662,22.96783477,23.21555153,24.39847087,24.10959459,23.81047486,24.569431,24.91538258,23.85445426,25.2710747,26.9044399,25.45587848,25.45107227,27.89111255,28.8525412,24.76570809
Europe & Central Asia,ECS,Gross savings (% of GDP),,,,,,,,,,,,,,,,23.37690922,23.77160795,23.97003547,24.27869525,24.14358738,23.00914231,21.79778848,21.39339931,21.52144315,22.251903,22.56102156,23.05181308,22.05811219,23.07580149,23.16432019,22.72294183,21.73118893,20.85720267,20.5087474,21.92553916,22.24167139,22.11954227,22.12583794,22.44074051,22.72683077,23.76750794,23.37508093,22.82649639,22.51440728,23.26198369,23.67076228,24.42401127,24.64614061,23.53181557,20.93678356,22.15589214,22.95820924,22.44534933,22.23491867,22.74433681,23.35536496,23.26193754,24.04278633,24.66448395,24.73382387,23.85595849,26.39002891,25.90652485,25.19629926
Ecuador,ECU,Gross savings (% of GDP),,,,,,,,,,,,,,,,,17.87942703,21.20039677,20.858797,19.87639035,21.38454498,21.7692436,13.74520173,15.85792764,14.06970549,16.88532148,15.20346505,11.75806385,12.75125492,13.41719769,17.76415141,18.26716437,21.57444729,14.78189876,15.34660032,14.51228953,16.76108116,16.91823672,14.94017652,22.07335839,26.62575838,18.81905494,17.81239431,18.04265231,18.97064697,22.90560347,26.51469569,27.35170254,30.48745791,24.8835098,24.81680206,27.59569785,27.05603588,27.26695405,26.55440512,20.62572277,21.32065371,22.12803045,21.2259174,20.79208382,19.85883242,23.86776403,24.16773863,23.49697163
"Egypt, Arab Rep.",EGY,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,20.80630896,24.40660882,22.5631025,21.31432199,22.1202478,22.05692867,28.03386645,27.64762944,22.85561283,20.25939563,25.99051456,27.36584249,26.35765178,31.68412035,34.92790116,35.47563055,31.62502784,23.92662811,22.24344196,18.75182982,17.73693983,18.95935978,18.89514421,17.58387342,18.61067103,18.4079876,18.64809581,21.11221925,21.84229211,22.97673628,23.5552982,23.62350084,16.83984206,17.95038894,16.86871826,12.87821102,13.68322162,11.8849608,9.593464708,9.710041522,12.47652769,16.08277811,17.17242473,13.45339183,10.85402574,12.75407714,11.17857342
Euro area,EMU,Gross savings (% of GDP),,,,,,,,,,,,,,,,23.25082513,23.57708092,23.3256715,23.75930902,23.58273264,22.49535691,20.70510213,20.38736258,20.5429201,21.11229375,21.28227391,22.24880047,21.86345349,22.88965681,23.23025042,23.41532676,22.66609753,21.95025787,21.37488014,21.6345725,22.57038552,22.35616343,22.94604728,23.22843695,22.9703107,22.85484745,22.77066972,22.62000171,22.17508387,23.10583647,23.03953663,23.949232,24.66727938,23.3760037,21.19130775,21.79434216,22.54854156,22.20936445,22.43977371,23.02807063,23.68794385,24.17162895,24.7186622,25.23191131,25.53481732,24.36143526,26.52515932,25.01611795,25.39605593
Eritrea,ERI,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.47543365,41.2689035,54.39376713,19.10630212,18.91164644,35.10262682,6.293299486,17.3169979,15.82071947,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Gross savings (% of GDP),,,,,,,,,,,,,,,,25.09684157,22.51582258,22.93027977,23.53548498,22.57240955,20.48045666,18.48516447,18.55962956,18.39281016,20.07593851,20.87439353,21.79121775,21.68978997,22.83530546,22.29778064,21.80507657,21.19783043,19.34372803,19.18890926,18.70503073,21.31424747,20.99962855,22.06868856,22.70105023,22.28842506,22.32915226,22.08165877,22.96416866,23.62908281,22.80787767,22.12306677,21.71575326,21.01384562,19.56053587,19.22421511,18.64331657,17.85548934,18.51697832,19.25360755,19.57792092,21.00819065,21.91999801,22.17603284,22.34637944,22.9344685,21.08940684,22.34620682,22.09427411,22.85969546
Estonia,EST,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9773018,16.54023663,19.03956769,20.37718677,19.05445348,21.72573772,21.17784707,23.77095641,23.05750542,21.98479533,21.95506879,22.2689527,24.2738199,24.60894863,24.35478296,23.44182439,23.755581,23.36088435,26.88438579,27.45171547,27.52670728,27.83958935,26.85657626,26.43203512,28.74268644,28.9004783,28.91887924,28.01251293,28.52912682,26.24404484,23.28583524
Ethiopia,ETH,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55827582,30.91225561,28.33476359,31.45033178,29.52215954,30.95320402,30.59001255,33.16307924,29.03045038,27.12910708,25.07856534,21.55413741,19.17640605
European Union,EUU,Gross savings (% of GDP),,,,,,,,,,,,,,,,23.34933118,23.53824954,23.17136236,23.56009718,23.38212931,22.37143365,20.59302743,20.24081658,20.51773289,21.20534695,21.34423918,22.29200228,21.96623654,22.95797614,23.29413078,23.34379937,22.53478413,21.69068981,21.1622568,21.5822159,22.57251968,22.27753008,22.82232336,23.1197352,22.8640915,22.82664215,22.78335626,22.53620255,22.14933541,22.89845061,22.95795927,23.93742129,24.64145547,23.55474777,21.33262294,21.94243579,22.68979159,22.33200543,22.63962261,23.23514315,23.88647929,24.25499716,24.77692352,25.22344242,25.60706183,24.63952914,26.63097686,25.4078105,25.65876285
Fragile and conflict affected situations,FCS,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Gross savings (% of GDP),,,,,,,,,,,,,,,,30.64181938,29.00497868,27.76615465,28.16157137,29.75109633,30.50352841,29.3655975,28.04104916,27.68943243,28.33256204,27.41841401,27.14691892,26.67786762,28.96850778,28.39135673,26.68080247,19.39511891,16.97430726,17.67231204,20.64483801,23.77861016,23.29075139,26.42589359,27.6654327,29.1698041,31.26584618,31.96296665,30.90104915,28.0161264,29.5949197,28.60328189,28.76011708,30.01359524,28.26955687,23.86023566,23.8854134,22.89905803,21.48013136,20.36826574,20.69072314,20.89132927,21.28328741,23.20276998,23.42241789,23.78093349,25.05394904,24.51532658,24.0282752,21.38764152
Fiji,FJI,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,29.46440958,21.70067625,18.47889471,15.73727845,17.46054828,20.40659302,22.14793247,18.29970712,19.66631333,13.65468464,5.846237444,9.304397664,7.447099728,7.916872151,7.704455501,10.00817421,20.89265868,21.11803089,28.4559449,24.20614037,22.51396087,17.26988717,27.48774172,24.34432668,15.5672514,16.68167653,2.69007163,6.085537921,8.427305123,14.55764357,14.08631416,15.79781876,15.83008092,17.95864226,15.09320052,18.94081821,17.55699677,14.75846734,12.59249148,5.982873938,1.637937382,3.881546801,11.98274104,
France,FRA,Gross savings (% of GDP),,,,,,,,,,,,,,,,25.3972362,25.16013241,24.95332262,25.03235327,25.03987622,24.3533214,21.99501902,20.7957829,20.3883717,20.17550512,20.19365926,21.47006322,21.37974081,22.68689099,23.21577224,23.32739425,22.96077059,22.37867511,21.23720599,21.35331179,21.87521998,21.76257635,22.798806,23.85633166,24.49387805,23.83860095,23.94047626,22.75238757,22.23834622,22.55243437,22.46406939,23.3077574,23.74871742,23.44096293,20.97193358,21.08611951,22.11534336,21.45571394,21.38982183,21.48894054,22.25486926,22.00607565,22.75294457,23.15691984,23.76960098,20.84788485,23.56927167,22.63826381,23.01126419
Faroe Islands,FRO,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.93293324,38.95251692,40.45600542,39.27687352,33.94299262,28.51321299,25.48926901,16.11373274,25.22470548,28.45923758,21.24359245,11.95573113,23.34449041,28.77590581,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,38.58494065,38.18026684,47.83123203,48.84230586,46.65152662,41.63120019,43.68140342,37.12695768,15.29227114,12.67565654,21.41055958,22.29277425,24.25212884,28.78044954,19.32582354,17.46450265,29.14043231,32.68248839,35.55973134,41.4472854,25.24562431,32.3114771,41.65710093,33.84013864,34.74738245,32.72843199,32.12160569,44.62805482,,40.06153531,44.39139999,34.47758065,41.15857227,43.76117975,43.89029698,40.30591235,42.38661737,38.37799673,,,,,,,,
United Kingdom,GBR,Gross savings (% of GDP),,,,,,,,,,,24.46212298,23.45779588,22.11173449,22.92424588,20.06308664,19.3114249,20.62103093,21.76931088,22.12428789,21.24282523,19.641148,18.39858377,18.23654203,18.88012299,19.17771778,18.69375846,17.49511063,17.73439955,17.9115777,17.62640199,16.34961533,15.66321294,14.64995784,14.49693971,16.65067915,15.52285343,15.72693389,16.22929174,17.48052891,15.95513978,16.5886991,16.52402166,16.38114171,16.11861129,15.47238442,15.99363845,15.26580643,14.91606514,13.70899793,11.90258303,13.41000244,14.30247817,12.91490291,11.91359585,12.70095605,12.92407202,12.48456825,14.9906367,14.25387513,15.68814831,14.70385278,17.45913638,16.72269683,15.39234257
Georgia,GEO,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.973655843,15.83173608,20.44804235,10.34174601,18.60340057,19.07470678,16.35351713,20.95744793,19.05730828,11.58868851,11.0122191,2.934098502,0.657004117,11.28523202,11.21352204,14.88418755,16.24768804,15.72504309,15.23287628,16.70391316,17.21953042,21.32056811,21.24735923,12.09325582,10.41570963,19.59418111,22.64878818
Ghana,GHA,Gross savings (% of GDP),,,,,,,,,,,,,,,,14.43689816,8.768116827,11.48281847,5.408398128,8.255379201,6.324054887,5.703356925,5.554915501,4.256864343,6.745700969,8.034206292,6.928619672,7.570857909,9.964098037,11.40509867,10.53340421,11.86260172,6.932544441,12.83635301,19.07726847,17.62560533,18.09530986,10.41086766,18.03163318,9.363192271,15.26586234,21.0927221,18.75432273,21.15628822,22.87169148,19.20731052,17.41153629,6.743782057,4.34097387,11.03620336,4.870860829,3.881762078,5.267519185,15.19481326,18.23290547,21.10305209,18.63519707,15.85963229,19.99788317,17.59063931,21.07551952,15.59446571,17.8298211,14.07304593
Gibraltar,GIB,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,39.19296274,39.77021536,38.97029687,41.62752384,44.59109519,44.82043968,44.96587836,47.58170191,46.41581,45.58950823,42.38681703,43.66408116,40.75026163,42.00430932,42.46462009,41.79610474,39.98731199,44.57447859,40.07661145,37.83742964,1.370038967,-3.683535253,4.270177717,-5.479269674,6.584895629,3.392748576,5.759062832,-7.779289243,-3.612141722,-7.384262067,-1.219425561,11.42341602,8.34352392,7.699052669,1.004911943,-0.56266086,1.166029901,
"Gambia, The",GMB,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,3.805523525,11.38289958,16.35490988,24.28969516,19.86790935,10.04140585,12.13708305,22.88075578,29.35005436,42.29748815,30.11474258,17.4571037,21.85365692,8.751055106,11.70374321,-0.158177872,-2.339214572,9.453100058,-3.311579658,7.538910136,,,,,,9.793371901,6.049969244,3.581799192,11.7469235,9.251759547,0.321282014,5.307848639,-0.353209991,6.286636727,15.72186593,5.587754677,11.40974832,18.89235754,19.9129072,18.68342833,15.67623811,15.36195061,21.9281618,24.01912493,28.34897553,
Guinea-Bissau,GNB,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,-10.25190602,-7.27474263,-2.822499798,-24.98765594,-1.047833304,7.514669226,6.980366707,0.862201073,5.473200847,1.083415519,2.230351536,4.941118885,3.287171377,2.532954347,3.591443909,-2.118126762,,,,-5.270495183,11.93699476,18.93586852,13.52864128,6.220373126,-0.209687993,8.907013085,4.476204956,6.780165681,7.400777477,9.559943477,5.173455237,8.100116141,17.58774089,16.79016876,16.30681228,19.40674217,16.68213169,23.14738393,32.19664248,23.4195807,22.62154034,
Equatorial Guinea,GNQ,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Gross savings (% of GDP),,,,,,,,,,,,,,,,,33.96654798,30.44642956,29.73669459,30.12133712,28.76868924,26.11732168,26.99193737,25.36621684,26.10229741,26.20376419,26.61182332,23.03165655,24.64041127,23.19403584,22.93384769,25.44493104,24.29147996,23.40131265,24.09220703,22.70716093,21.46030345,21.80495329,,17.01184789,18.10120496,18.52536677,16.87545143,18.10099156,17.52240863,15.5498073,15.35959589,12.73612861,10.1005153,5.928917281,7.369950612,4.661275196,7.852711355,10.48014868,10.8150648,10.68422082,10.56993671,9.673807539,9.720664629,10.1915846,6.674245908,9.828707039,10.24020979,11.75361655
Grenada,GRD,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,19.50552068,17.44803092,16.11567189,13.96677244,10.58030983,9.660428232,8.606631664,7.544876372,8.914568189,9.866356801,7.663029929,8.478746415,9.185494027,10.19728756,12.34829228,11.48472104,11.0207798,10.80423274,11.14982814,9.780747141,10.11337949,12.00428006,11.78960181,12.47922174,9.97522185,13.72008045,14.33735412,15.66799028,13.80210676,14.358039,14.45507455,11.6047357,12.79914147,11.64715901,11.1288429,11.55854326,11.59970462,11.77101546,13.57519221,14.82394456,14.78434296,14.66628963,16.67168994,18.53291728,19.03959298,17.91046822,19.25559152
Guam,GUM,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,6.668096241,14.12191602,15.83442366,13.31162571,-2.942407693,-6.743497472,-11.75067439,3.970178791,5.720452456,,,,,,,12.93628664,17.34847524,10.35802274,18.4848816,24.18554314,17.60566509,15.24667679,12.69077144,9.592453449,6.715415642,6.677187403,11.17809854,19.28980192,17.47544731,,,,,,,,,,,,,,,,,,
High income,HIC,Gross savings (% of GDP),,,,,,,,,,,,,,,,22.79217503,23.44795004,23.71599844,24.30520958,24.49544622,23.47946232,23.26463313,21.9779006,21.2939805,22.6123084,21.7696384,21.3687219,21.73444993,22.6936935,22.29070537,21.63155201,20.00275655,20.12560663,19.73693447,20.85186666,21.56854059,23.0145742,23.55213274,23.60719376,23.51895144,24.11088178,23.12035254,22.27531504,22.03808669,22.78430309,23.20724125,24.0285212,23.60258751,22.07545779,19.85418268,21.23723305,22.09164234,22.52413705,22.48027903,23.03015488,23.15401953,22.71968532,23.37457997,23.67414826,23.79734532,22.91311952,24.21101281,24.02542628,
"Hong Kong SAR, China",HKG,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70300308,31.41611716,31.97805117,31.62559415,31.07340314,33.16580459,32.30578997,32.94088988,34.977612,34.41674449,36.02295722,31.73093327,30.89186581,29.70110514,26.7984115,25.54917171,25.21423123,24.85857891,25.46164178,26.65017878,25.73107777,24.04165242,25.97107679,28.61157306,25.41476491,24.9261692
Honduras,HND,Gross savings (% of GDP),,,,,,,,,,,,,,,16.09956501,8.959074733,11.44287505,15.3399196,13.90041779,13.3912807,8.290763963,5.667992918,2.731056049,2.629851991,4.384382386,6.796522002,5.719120589,9.250646289,12.95931078,8.82241133,13.73512902,13.8198339,12.617,20.05504569,23.76289264,21.92303464,20.43615879,23.52516621,23.91268235,26.69082202,20.2223818,18.78844751,18.69379865,18.80906997,20.18416906,23.8846004,25.08064317,23.98679213,21.45480268,18.85922371,17.54721868,18.69870873,16.00902136,12.69741003,14.7115963,19.67533238,20.42579523,23.15288536,19.58050175,19.64903851,21.93966302,18.27401339,19.04994432,18.98154322
Heavily indebted poor countries (HIPC),HPC,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98762193,17.26352377,16.59704041,16.59059635,15.29564837,17.56544183,18.49475542,16.5736994,17.12323714,20.00857392,18.7439208,19.29213776,20.10502605,19.49022214,20.26502659,19.92159385,20.33459169,18.94643525,
Croatia,HRV,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47143207,16.8566404,15.59439508,17.36221342,14.97516556,17.80846013,18.26399725,17.47342058,18.11134831,19.94688584,18.79716545,20.30207046,20.32309454,18.80560625,17.40622598,17.86932957,16.9779814,15.59780089,17.29641449,18.17603074,22.7573374,22.167499,24.31763963,24.21240033,24.88002231,22.90471494,23.55954422,23.94220287,24.012794
Haiti,HTI,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.827842126,9.73208709,2.967810054,11.40753616,11.06545895,-4.556622667,-0.968544744,26.43405869,26.91598326,23.18298438,25.78883108,26.57281276,6.903436454,6.21281643,9.049277649,15.81820795,10.58342909,9.91501336,13.23946281,8.294248046,10.65380181,11.55345881,24.1299714,18.4843892,14.23173381,13.74059247,11.60721841,12.36061045,12.49416042,15.78625069,12.03137712,15.72158342,17.72185796,13.40219887,11.60207319,
Hungary,HUN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23128863,15.97877045,11.87828708,15.69683786,19.33484402,20.75159423,21.5032979,21.34541094,18.70964802,19.2514346,19.77359556,18.54371144,15.78571687,16.69646549,16.57384953,18.08116841,16.76468574,17.69816301,19.77903795,20.75141542,20.93587831,21.06489538,24.48334805,24.54018258,25.33182251,25.73786252,24.71268091,26.73849359,27.44611005,26.24932352,26.56550672,25.63632224,26.31109269
IBRD only,IBD,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,26.49519286,26.38082876,27.4810558,28.14026969,27.29460993,28.96225738,29.66480559,29.83572553,28.62613001,29.36203115,30.47542207,31.53913737,31.49645624,29.79932743,29.51676023,29.48803725,28.53789809,27.97867912,28.79220745,28.94382136,29.77626154,31.38900044,33.53129696,34.30096807,36.07223093,36.95819498,37.44941059,35.05538548,36.38198013,35.72033704,34.95112006,33.85646107,33.58103554,32.64945091,31.93222647,32.45677205,32.59521151,31.83722074,31.60520347,33.40721949,33.66627315,
IDA & IBRD total,IBT,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,26.05718205,25.95580522,26.93065171,27.59117632,26.85531737,28.46543978,29.08947284,29.25494736,28.13330794,28.85346321,29.91254938,30.91896272,30.99395739,29.3520297,29.05629492,29.04904979,28.13555071,27.59019202,28.39667999,28.56538197,29.40676633,30.97990559,33.06582149,33.67161851,35.40227284,36.23092313,36.69542085,34.33970076,35.66045456,35.01572907,34.23073812,33.18607092,32.97599915,32.03554336,31.38210035,31.94997262,32.08436884,31.37712072,31.16001059,32.88680556,33.11368961,
IDA total,IDA,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.83574082,21.35192977,,,,22.90315499,,,
IDA blend,IDB,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,20.19756789,15.53132058,23.91523692,23.05608877,23.52707224,21.0267627,24.10224052,23.31600888,26.18621821,22.45364177,22.07300051,23.30042166,28.99814745,29.87169532,28.13846186,27.80807993,29.03094123,22.42249233,13.20180441,26.28689921,27.19979393,23.01740778,20.68405036,20.76428995,24.33848663,25.77714359,25.17912344,28.45241261,29.0563768,32.72742299,33.22007305,31.98536977,31.12176664,30.66890946,30.12335649,29.92276832,30.87836343,31.6805228,30.90271351,29.22460873,32.93729558,36.96284763,35.9478957
IDA only,IDX,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.537983,21.91524217,21.45923037,21.076105,21.29678602,21.99245004,21.91983392,21.15600247,21.36705462,23.32734936,23.2786729,24.1025134,25.46574568,25.1960303,25.5950176,25.17597122,25.1220784,24.67194411,
Isle of Man,IMN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Gross savings (% of GDP),,,,,,,,,,,,,,,,13.09808649,15.96560507,15.40498137,15.05823925,15.76895438,14.52572508,15.80787417,15.80598492,15.35474951,15.79556695,16.79831129,15.78850603,16.9825251,18.15680913,20.14443959,21.21356324,21.7599661,23.24680162,24.08307928,25.95100655,26.96739109,27.04793504,27.55043402,25.88950465,25.63753291,26.11902373,26.2598845,28.11147834,30.47095826,33.33255466,34.41801529,36.36053211,37.011389,36.25408263,35.61743481,36.30587504,35.13179309,35.26129232,34.30465749,33.46602575,32.45392411,31.72641474,31.70675317,31.41049223,29.70220058,28.67968211,29.86613306,29.88998355,30.56294369
Not classified,INX,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04717044,27.39250106,23.95091035,18.84738357,15.44661274,17.14399287,15.62461196,15.80227365,20.71131593,24.05921784,30.3377393,33.43697893,34.38612071,33.760919,35.18155274,36.73619525,37.11196265,34.98631836,36.99784434
"Iran, Islamic Rep.",IRN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,39.98265495,36.28735706,24.95722414,28.70786378,22.22326413,15.34907534,19.98317933,21.61333879,19.527946,17.12745095,13.10910705,16.67702834,9.822774474,18.49396637,23.23893804,,,35.72323213,35.48710547,35.20258985,40.17463385,36.13514918,29.40671921,36.78231732,37.93825046,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97373459,47.8235082,43.96766893,52.50808248,27.67264122,35.97825386,42.7477895,41.71142811,41.38548407,37.97563673,25.07153867,24.44446135,32.10213057,40.28107023,37.35014758,24.03147241,40.51407193,,
Iceland,ISL,Gross savings (% of GDP),,,,,,,,,,,,,,,,,28.45181332,28.92578874,27.23502149,25.62692612,26.25626229,23.84119366,21.30475925,20.45894949,19.86898857,18.30855977,20.34261054,18.75118666,18.57893507,18.48138366,18.19457423,17.37706859,17.07018341,18.92021091,19.22517833,18.37873399,18.30117678,19.42155246,18.6648671,16.45380108,14.73194952,18.65233382,21.03417472,16.40363436,14.79668789,13.16287719,13.36134041,16.00130019,5.24089701,6.409417862,7.811914025,10.85680994,12.43665604,21.72209381,21.62749218,25.02457142,29.17936957,25.96014732,26.37250646,27.21706137,22.37745562,20.24157449,22.59523975,25.34654625
Israel,ISR,Gross savings (% of GDP),,,,,,,,,,,19.07858468,27.23059434,31.22537567,28.69260472,21.39075844,19.99168168,24.70389712,24.89344033,23.03155216,25.04525578,23.13038076,20.37421705,19.61374643,20.71424277,21.08375434,26.62514749,26.24897586,19.57036786,20.66711109,22.26002537,24.02931568,27.0585814,27.59200152,26.03485597,24.7463573,24.33903528,24.7560757,25.29431938,25.57717082,25.12804109,24.21322075,23.92939418,23.10576119,23.42943089,24.37843852,26.64207109,27.93824464,27.1666315,24.26388298,24.43752069,24.84675295,25.10451032,24.20837008,25.05859923,26.8633942,27.1869127,26.78222553,26.62599634,26.80353185,26.94039487,28.89908682,29.26976989,30.88333184,31.21945129
